,Address,Body
1383,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1384,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1385,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1386,VM-HDFCBN,"HDFC Bank system upgrade on 13/07/2024, 3 AM - 4:30 PM (13 and a half hours).
Some banking services will be unavailable.
Details: hdfcbk.io/a/n4J4qvXv"
1387,AY-AIRTEL,अवांछित टेलीमार्केटिंग कॉल या SMS से बचने के लिए आप अपने मोबाइल नंबर पर एयरटेल की DND सर्विस एक्टिवेट कर सकतें है| एक्टिवेट करने के लिए क्लिक करें u.airtel.in/airtelthanks1 या वेबसाइट पर जाएं www.airtel.in/airtel-dnd/
1388,BV-VAAHAN,"Dear applicant, Your application number 2287632224 has been test DL(DL(DL(MCWG)MCWG)LMV) with Pass results.MoRTH"
1389,BZ-VAAHAN,Your Driving Licence: MP41 20240008508 is Approved. Download link: https://sarathi.parivahan.gov.in/sarathiservice/applicationredirect.do?f7=2287632224 MoRTH
1390,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1391,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1392,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1393,56321,अब बेफिक्र होकर डाटा का इस्तेमाल करें क्योंकि आप बिना किसी अतिरिक्त शुल्क के 1GB डाटा का लोन ले सकते हैं। डाटा वैधता- 1 दिन। लाभ उठाने के लिए डायल करें *567*3# या i.airtel.in/get_data_loan पर क्लिक करें। अपने अगले डाटा टॉप-अप के साथ 1GB कम पाएं।
1394,AY-AIRTEL,90% Alert: You have consumed 90% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1395,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1396,AD-VAAHAN,OTP (One Time Password) For Your DL Print Download is: 892361 .Do not share it with anyone. MoRTH.
1397,AX-VAAHAN,OTP (One Time Password) For Your DL Print Download is: 514876 .Do not share it with anyone. MoRTH.
1398,AX-VAAHAN,OTP (One Time Password) For Your DL Print Download is: 378618 .Do not share it with anyone. MoRTH.
1399,AX-VAAHAN,OTP (One Time Password) For Your DL Print Download is: 319708 .Do not share it with anyone. MoRTH.
1400,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1401,AY-AIRTEL,अवांछित टेलीमार्केटिंग कॉल या SMS से बचने के लिए आप अपने मोबाइल नंबर पर एयरटेल की DND सर्विस एक्टिवेट कर सकतें है| एक्टिवेट करने के लिए क्लिक करें u.airtel.in/airtelthanks1 या वेबसाइट पर जाएं www.airtel.in/airtel-dnd/
1402,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
1403,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1404,TM-NEXLVL,3039 is your OTP for verification of phone number with NextLevel. It is valid for 5 minutes. QkOb9lbQIFe
1405,AD-HDFCBK,"Amt Sent Rs.20.00
From HDFC Bank A/C *2346
To TANISHQ MEHRUNKAR
On 16-07
Ref 456422466232
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1406,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1407,BZ-DOTKYC,"""""""यदि आपके पास केवाईसी दस्‍तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्‍या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्‍यापित करने संबंधी कोई ई-मेल/मैसेज में एम्‍बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्‍तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्‍काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
"""""""
1408,BZ-656700,"Longest validity ke sath paye Unlimited calls,2GBdata/day,100 SMS/day and unlimited FREE BSNL tunes.Recharge BSNL Plan 2399 for 395days. https://bit.ly/STV2399"
1409,TM-APNATM,[#] 6646 is your OTP for APNATIME job portal. It is valid for 10 minutes. Do not share your OTP with anyone. 9eJcXmKs6I6
1410,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1411,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1412,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
1413,56321,अब बेफिक्र होकर डाटा का इस्तेमाल करें क्योंकि आप बिना किसी अतिरिक्त शुल्क के 1GB डाटा का लोन ले सकते हैं। डाटा वैधता- 1 दिन। लाभ उठाने के लिए डायल करें *567*3# या i.airtel.in/get_data_loan पर क्लिक करें। अपने अगले डाटा टॉप-अप के साथ 1GB कम पाएं।
1414,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1415,AX-HDFCBN,"Scheduled Maintenance
HDFC Bank NEFT services unavailable:
Start: 11:30 PM IST, 20/07/24
End: 06:45 AM IST, 21/07/24
(7 hrs & 15 mins)
Use RTGS, IMPS, UPI."
1416,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1417,AY-NDMAEW,"अगले 3 घंटों में बालाघाट, छिंदवाड़ा, देवास, नर्मदापुरम, नरसिंहपुर, पांढुर्ना, रायसेन, सिवनी में अधिकांश स्थानों पर बिजली गिरने के साथ भारी बारिश होने की संभावना है।"
1418,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1419,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
1420,AD-AIRDOT,Don't click on suspicious link or download App that promises fake part/full time jobs.
1421,BZ-656700,"Get unlimited VOICE calls, 2GB Data/day, 100 SMS/day, and unlimited BSNL tunes with STV 199 for 30 days. To recharge https://bit.ly/BSTV199"
1422,BP-BSNLSP,"BSNL Self Care App is one-stop destination for all BSNL services. Recharge, pay bills and book a fiber easily. Get now: https://mybsnl.page.link/Home -BSNL"
1423,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1424,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1425,VD-HDFCBK,"Amt Sent Rs.218.00
From HDFC Bank A/C *2346
To YASH GUPTA
On 23-07
Ref 457190662216
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1426,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1427,JM-HDFCBK,"Amt Sent Rs.140.00
From HDFC Bank A/C *2346
To SOHAM KOTHARI
On 25-07
Ref 457374656613
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1428,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
1429,BP-BSNLSP,"BSNL Self Care App is one-stop destination for all BSNL services. Recharge, pay bills and book a fiber easily. Get now: https://mybsnl.page.link/Home -BSNL"
1430,BZ-656700,"600GB high speed data,Unlimited calling,100 SMS/day and FREE Unlimited BSNL tunes poore 1 saal ke liye ! Recharge BSNL Plan 1999 today. https://bit.ly/STV1999"
1431,AX-HDFCBK,OTP is 977076 for txn of INR 2.00 at AMAZONAWSES on HDFC Bank card ending 5942. Valid till  03:12. Do not share OTP for security reasons
1432,AD-HDFCBK,Transaction Declined! For Rs.2.00 on HDFC Bank Debit Card xx5942 Reason: Online usage disabled Enable via hdfcbk.io/k/DUvfZ4cqIoU Date 28-07-2024 Time 15:09
1433,AX-HDFCBK,"898805 is your OTP for service - Login request on HDFC Bank MyCards. Valid for 2 mins. Never share OTP
@mycards.hdfcbank.com #898805"
1434,AX-HDFCBK,"819965 is your OTP for service - Login request on HDFC Bank MyCards. Valid for 2 mins. Never share OTP
@mycards.hdfcbank.com #819965"
1435,AX-HDFCBK,OTP is 118760 for txn of INR 2.00 at AMAZONAWSES on HDFC Bank card ending 5942. Valid till  03:24. Do not share OTP for security reasons
1436,VM-HDFCBK,Rs.2 spent on HDFC Bank Card x5942 at AMAZONAWSESC on 2024-07-28:15:22:13 Avl bal: 21857.79.Not You? Call 18002586161 / SMS BLOCK DC 5942 to 7308080808
1437,57575610,Your Amazon Web Services (AWS) verification code is: 5404
1438,AY-NDMAEW,"Heavy Rain with lightning is likely to occur at most places over Alirajpur, Barwani, Betul, Burhanpur, Dewas, Dhar, Indore, Jhabua, Khandwa (East Nimar), Khargone (West Nimar), Mandsaur, Raisen, Ratlam, Sagar, Ujjain, Vidisha in next 3 hours."
1439,AY-NDMAEW,"आगर-मालवा, अलीराजपुर, बड़वानी, बैतूल, भोपाल, देवास, धार, हरदा, इंदौर, जबलपुर, झाबुआ, खंडवा (पूर्वी निमाड़), खरगोन (पश्चिम निमाड़), नर्मदापुरम में अधिकांश स्थानों पर बिजली चमकने के साथ भारी बा"
1440,AD-HDFCBK,"Amt Sent Rs.227.00
From HDFC Bank A/C *2346
To TANISHQ MEHRUNKAR
On 29-07
Ref 457766710592
Not You? Call 18002586161/SMS BLOCK UPI to 7308080808"
1441,BZ-656700,"Har din FREE data aur Unlimited calling ke sath Unlimited BSNL tunes! Recharge BSNL Plan 153.Get 26GB Data,FREE calls.Validity 26 days. https://bit.ly/STV0153"
1442,BZ-656700,"Recharge STV 347 and Get unlimited Free VOICE calls,2GB Data/day,100 SMS/day and Unlimited BSNL tunes. Validity 54 days. To recharge https://bit.ly/STV347"
1443,BZ-656700,"NON STOP Online rahiye! BSNL ka STV 599 aapko dega 3GB/day,Unlimited calling,100SMS/day aur Unlimited BSNL tunes with Validity 84 days. https://bit.ly/STV0599"
1444,BZ-656700,"Bada Pack! 160 din ki validity ke sath payein Unlimited Calling,2GB data/day,100 SMS/day and FREE BSNL Tunes. Recharge BSNL Plan 997. https://bit.ly/STV0997"
1445,BY-BSNLMP,"प्रिय ग्राहक, बीएसएनल की 4G सेवाओं के लिए आज ही अपनी 2G /3G सिम बिना किसी शुल्क के 4G/5G सिम मे 10 अगस्त तक अपग्रेड कराये अन्यथा आपकी सेवा बंद की जा सकती है।आज ही अपने नज़दीकी बीएसएनएल ग्राहक सेवा केंद्र अथवा बीएसएनल रिटेलर आउटलेट्स पर संपर्क करें! अधिक जानकारी के लिए1503 पर संपर्क करें।"
1446,BZ-INBSNL,Your plan validity will expire on 06-08-2024. To retain your balance please recharge with suitable plan voucher.
1447,BZ-656700,"Baatein UNLIMITED! Recharge BSNL STV 118 and get FREE VOICE calls,10GB data and Unlimited BSNL tunes. Validity 20 days. https://tinyurl.com/STV0118"
